from$label_from$sent_from$type$to$label_to$sent_to
Фуросемид$prepare$Код АТХ: С03СА01 Фуросемид - быстродействующий диуретик, являющийся производным сульфонамида.$link$диуретик$group$Код АТХ: С03СА01 Фуросемид - быстродействующий диуретик, являющийся производным сульфонамида.
Фуросемид$prepare$Код АТХ: С03СА01 Фуросемид - быстродействующий диуретик, являющийся производным сульфонамида.$link$производным$noun$Код АТХ: С03СА01 Фуросемид - быстродействующий диуретик, являющийся производным сульфонамида.
производным$noun$Код АТХ: С03СА01 Фуросемид - быстродействующий диуретик, являющийся производным сульфонамида.$link$сульфонамида$prepare$Код АТХ: С03СА01 Фуросемид - быстродействующий диуретик, являющийся производным сульфонамида.
Фуросемид$prepare$Фуросемид блокирует систему транспорта ионов Na +, K +, Сl-в толстом сегменте восходящего колена петли Генле, в связи с чем, его диуретическое действие зависит от поступления препарата в просвет почечных канальцев (за счет механизма анионного транспорта).$link$блокирует систему транспорта ионов Na +, K +, Сl-в толстом сегменте восходящего колена петли Генле$mechanism$Фуросемид блокирует систему транспорта ионов Na +, K +, Сl-в толстом сегменте восходящего колена петли Генле, в связи с чем, его диуретическое действие зависит от поступления препарата в просвет почечных канальцев (за счет механизма анионного транспорта).
блокирует систему транспорта ионов Na +, K +, Сl-в толстом сегменте восходящего колена петли Генле$mechanism$Фуросемид блокирует систему транспорта ионов Na +, K +, Сl-в толстом сегменте восходящего колена петли Генле, в связи с чем, его диуретическое действие зависит от поступления препарата в просвет почечных канальцев (за счет механизма анионного транспорта).$link$диуретическое действие$action$Фуросемид блокирует систему транспорта ионов Na +, K +, Сl-в толстом сегменте восходящего колена петли Генле, в связи с чем, его диуретическое действие зависит от поступления препарата в просвет почечных канальцев (за счет механизма анионного транспорта).
диуретическое действие$action$Фуросемид блокирует систему транспорта ионов Na +, K +, Сl-в толстом сегменте восходящего колена петли Генле, в связи с чем, его диуретическое действие зависит от поступления препарата в просвет почечных канальцев (за счет механизма анионного транспорта).$link$поступления препарата в просвет почечных канальцев (за счет механизма анионного транспорта)$action$Фуросемид блокирует систему транспорта ионов Na +, K +, Сl-в толстом сегменте восходящего колена петли Генле, в связи с чем, его диуретическое действие зависит от поступления препарата в просвет почечных канальцев (за счет механизма анионного транспорта).
Фуросемид$prepare$Фуросемид блокирует систему транспорта ионов Na +, K +, Сl-в толстом сегменте восходящего колена петли Генле, в связи с чем, его диуретическое действие зависит от поступления препарата в просвет почечных канальцев (за счет механизма анионного транспорта).$Not_link$диуретическое действие$action$Фуросемид блокирует систему транспорта ионов Na +, K +, Сl-в толстом сегменте восходящего колена петли Генле, в связи с чем, его диуретическое действие зависит от поступления препарата в просвет почечных канальцев (за счет механизма анионного транспорта).
Фуросемид$prepare$Фуросемид блокирует систему транспорта ионов Na +, K +, Сl-в толстом сегменте восходящего колена петли Генле, в связи с чем, его диуретическое действие зависит от поступления препарата в просвет почечных канальцев (за счет механизма анионного транспорта).$Not_link$поступления препарата в просвет почечных канальцев (за счет механизма анионного транспорта)$action$Фуросемид блокирует систему транспорта ионов Na +, K +, Сl-в толстом сегменте восходящего колена петли Генле, в связи с чем, его диуретическое действие зависит от поступления препарата в просвет почечных канальцев (за счет механизма анионного транспорта).
блокирует систему транспорта ионов Na +, K +, Сl-в толстом сегменте восходящего колена петли Генле$mechanism$Фуросемид блокирует систему транспорта ионов Na +, K +, Сl-в толстом сегменте восходящего колена петли Генле, в связи с чем, его диуретическое действие зависит от поступления препарата в просвет почечных канальцев (за счет механизма анионного транспорта).$Not_link$поступления препарата в просвет почечных канальцев (за счет механизма анионного транспорта)$action$Фуросемид блокирует систему транспорта ионов Na +, K +, Сl-в толстом сегменте восходящего колена петли Генле, в связи с чем, его диуретическое действие зависит от поступления препарата в просвет почечных канальцев (за счет механизма анионного транспорта).
фуросемида$prepare$Диуретическое действие фуросемида связано с угнетением реабсорбции натрия хлорида в этом отделе петли Генле.$link$Диуретическое действие$action$Диуретическое действие фуросемида связано с угнетением реабсорбции натрия хлорида в этом отделе петли Генле.
Диуретическое действие$action$Диуретическое действие фуросемида связано с угнетением реабсорбции натрия хлорида в этом отделе петли Генле.$link$с угнетением реабсорбции натрия хлорида в этом отделе петли Генле$mechanism$Диуретическое действие фуросемида связано с угнетением реабсорбции натрия хлорида в этом отделе петли Генле.
фуросемида$prepare$Диуретическое действие фуросемида связано с угнетением реабсорбции натрия хлорида в этом отделе петли Генле.$Not_link$с угнетением реабсорбции натрия хлорида в этом отделе петли Генле$mechanism$Диуретическое действие фуросемида связано с угнетением реабсорбции натрия хлорида в этом отделе петли Генле.
увеличению выведения натрия$action$Вторичными эффектами по отношению к увеличению выведения натрия являются: увеличение количества выделяемой мочи (за счет осмотически связанной воды) и увеличение секреции калия в дистальной части почечного канальца.$link$увеличение количества выделяемой мочи (за счет осмотически связанной воды$action$Вторичными эффектами по отношению к увеличению выведения натрия являются: увеличение количества выделяемой мочи (за счет осмотически связанной воды) и увеличение секреции калия в дистальной части почечного канальца.
увеличению выведения натрия$action$Вторичными эффектами по отношению к увеличению выведения натрия являются: увеличение количества выделяемой мочи (за счет осмотически связанной воды) и увеличение секреции калия в дистальной части почечного канальца.$link$увеличение секреции калия в дистальной части почечного канальца$action$Вторичными эффектами по отношению к увеличению выведения натрия являются: увеличение количества выделяемой мочи (за счет осмотически связанной воды) и увеличение секреции калия в дистальной части почечного канальца.
увеличение количества выделяемой мочи (за счет осмотически связанной воды$action$Вторичными эффектами по отношению к увеличению выведения натрия являются: увеличение количества выделяемой мочи (за счет осмотически связанной воды) и увеличение секреции калия в дистальной части почечного канальца.$Not_link$увеличение секреции калия в дистальной части почечного канальца$action$Вторичными эффектами по отношению к увеличению выведения натрия являются: увеличение количества выделяемой мочи (за счет осмотически связанной воды) и увеличение секреции калия в дистальной части почечного канальца.
Фуросемид$prepare$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).$link$диуретическая активность$action$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).
диуретическая активность$action$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).$link$не снижается$action$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).
Фуросемид$prepare$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).$link$прерывает канальцево-клубочковую обратную связь в Macula densa$action$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).
При повторном введении препарата$noun$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).$link$Фуросемид$prepare$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).
При повторном введении препарата$noun$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).$Not_link$диуретическая активность$action$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).
При повторном введении препарата$noun$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).$Not_link$не снижается$action$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).
При повторном введении препарата$noun$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).$Not_link$прерывает канальцево-клубочковую обратную связь в Macula densa$action$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).
Фуросемид$prepare$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).$Not_link$не снижается$action$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).
диуретическая активность$action$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).$Not_link$прерывает канальцево-клубочковую обратную связь в Macula densa$action$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).
не снижается$action$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).$Not_link$прерывает канальцево-клубочковую обратную связь в Macula densa$action$При повторном введении препарата Фуросемид его диуретическая активность не снижается, так как препарат прерывает канальцево-клубочковую обратную связь в Macula densa (канальцевой структуре, тесно связанной с юкстагломерулярным комплексом).
Фуросемид$prepare$Фуросемид вызывает дозозависимую стимуляцию ренин ангиотензин альдостороновой системы.$link$вызывает дозозависимую стимуляцию ренин ангиотензин альдостороновой системы$mechanism$Фуросемид вызывает дозозависимую стимуляцию ренин ангиотензин альдостороновой системы.
фуросемид$prepare$При сердечной недостаточности фуросемид быстро снижает преднагрузку (за счет расширения вен), уменьшает давление в легочной артерии и давление наполнения левого желудочка.$link$сердечной недостаточности$illness$При сердечной недостаточности фуросемид быстро снижает преднагрузку (за счет расширения вен), уменьшает давление в легочной артерии и давление наполнения левого желудочка.
фуросемид$prepare$При сердечной недостаточности фуросемид быстро снижает преднагрузку (за счет расширения вен), уменьшает давление в легочной артерии и давление наполнения левого желудочка.$link$быстро$noun$При сердечной недостаточности фуросемид быстро снижает преднагрузку (за счет расширения вен), уменьшает давление в легочной артерии и давление наполнения левого желудочка.
быстро$noun$При сердечной недостаточности фуросемид быстро снижает преднагрузку (за счет расширения вен), уменьшает давление в легочной артерии и давление наполнения левого желудочка.$link$снижает преднагрузку (за счет расширения вен)$action$При сердечной недостаточности фуросемид быстро снижает преднагрузку (за счет расширения вен), уменьшает давление в легочной артерии и давление наполнения левого желудочка.
фуросемид$prepare$При сердечной недостаточности фуросемид быстро снижает преднагрузку (за счет расширения вен), уменьшает давление в легочной артерии и давление наполнения левого желудочка.$link$уменьшает давление в легочной артерии и давление наполнения левого желудочка$action$При сердечной недостаточности фуросемид быстро снижает преднагрузку (за счет расширения вен), уменьшает давление в легочной артерии и давление наполнения левого желудочка.
фуросемид$prepare$При сердечной недостаточности фуросемид быстро снижает преднагрузку (за счет расширения вен), уменьшает давление в легочной артерии и давление наполнения левого желудочка.$Not_link$снижает преднагрузку (за счет расширения вен)$action$При сердечной недостаточности фуросемид быстро снижает преднагрузку (за счет расширения вен), уменьшает давление в легочной артерии и давление наполнения левого желудочка.
быстро$noun$При сердечной недостаточности фуросемид быстро снижает преднагрузку (за счет расширения вен), уменьшает давление в легочной артерии и давление наполнения левого желудочка.$Not_link$уменьшает давление в легочной артерии и давление наполнения левого желудочка$action$При сердечной недостаточности фуросемид быстро снижает преднагрузку (за счет расширения вен), уменьшает давление в легочной артерии и давление наполнения левого желудочка.
снижает преднагрузку (за счет расширения вен)$action$При сердечной недостаточности фуросемид быстро снижает преднагрузку (за счет расширения вен), уменьшает давление в легочной артерии и давление наполнения левого желудочка.$Not_link$уменьшает давление в легочной артерии и давление наполнения левого желудочка$action$При сердечной недостаточности фуросемид быстро снижает преднагрузку (за счет расширения вен), уменьшает давление в легочной артерии и давление наполнения левого желудочка.
гипотензивным действием$action$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).$link$повышением экскреции натрия$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).
гипотензивным действием$action$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).$link$гиповолемией (уменьшением объема циркулирующей крови)$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).
гипотензивным действием$action$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).$link$снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).
снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).$link$натрийуретическому эффекту$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).
фуросемид$prepare$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).$link$снижает реакцию сосудов$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).
гипотензивным действием$action$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).$Not_link$натрийуретическому эффекту$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).
гипотензивным действием$action$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).$Not_link$снижает реакцию сосудов$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).
повышением экскреции натрия$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).$Not_link$гиповолемией (уменьшением объема циркулирующей крови)$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).
повышением экскреции натрия$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).$Not_link$снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).
повышением экскреции натрия$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).$Not_link$натрийуретическому эффекту$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).
повышением экскреции натрия$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).$Not_link$снижает реакцию сосудов$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).
гиповолемией (уменьшением объема циркулирующей крови)$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).$Not_link$снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).
гиповолемией (уменьшением объема циркулирующей крови)$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).$Not_link$натрийуретическому эффекту$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).
гиповолемией (уменьшением объема циркулирующей крови)$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).$Not_link$снижает реакцию сосудов$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).
снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).$Not_link$снижает реакцию сосудов$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).
натрийуретическому эффекту$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).$Not_link$снижает реакцию сосудов$mechanism$Препарат обладает гипотензивным действием, которое обусловлено повышением экскреции натрия, гиповолемией (уменьшением объема циркулирующей крови) и снижением реакции гладкой мускулатуры сосудов на вазоконстрикторные воздействия (благодаря натрийуретическому эффекту фуросемид снижает реакцию сосудов на катехоламины, концентрация которых у пациентов с артериальной гипертензией повышена).
фуросемида$prepare$Взаимосвязь между внутриканальцевыми концентрациями несвязанного (свободного) фуросемида и его натрийуретическим эффектом носит форму сигмоидальной кривой с минимальной эффективной скоростью экскреции фуросемида, составляющей приблизительно 10 мкг/мин.$link$натрийуретическим эффектом$mechanism$Взаимосвязь между внутриканальцевыми концентрациями несвязанного (свободного) фуросемида и его натрийуретическим эффектом носит форму сигмоидальной кривой с минимальной эффективной скоростью экскреции фуросемида, составляющей приблизительно 10 мкг/мин.
Фуросемид$prepare$Фуросемид связывается с белками плазмы крови (более 98 %), главным образом с альбуминами.$link$связывается с белками плазмы крови (более 98 %)$distribution$Фуросемид связывается с белками плазмы крови (более 98 %), главным образом с альбуминами.
Фуросемид$prepare$Фуросемид выводится преимущественно в неизмененном виде и главным образом путем секреции в проксимальных канальцах.$link$выводится преимущественно в неизмененном виде$excretion$Фуросемид выводится преимущественно в неизмененном виде и главным образом путем секреции в проксимальных канальцах.
выводится преимущественно в неизмененном виде$excretion$Фуросемид выводится преимущественно в неизмененном виде и главным образом путем секреции в проксимальных канальцах.$link$главным образом путем секреции в проксимальных канальцах$excretion$Фуросемид выводится преимущественно в неизмененном виде и главным образом путем секреции в проксимальных канальцах.
Фуросемид$prepare$Фуросемид выводится преимущественно в неизмененном виде и главным образом путем секреции в проксимальных канальцах.$Not_link$главным образом путем секреции в проксимальных канальцах$excretion$Фуросемид выводится преимущественно в неизмененном виде и главным образом путем секреции в проксимальных канальцах.
фуросемида$prepare$После внутривенного введения фуросемида 60-70 % введенной дозы выводится этим путем.$link$60-70 % введенной дозы выводится этим путем$excretion$После внутривенного введения фуросемида 60-70 % введенной дозы выводится этим путем.
фуросемида$prepare$Глюкуронированные метаболиты фуросемида составляют 10-26 от выводящегося почками препарата.$link$10-26 от выводящегося почками препарата$excretion$Глюкуронированные метаболиты фуросемида составляют 10-26 от выводящегося почками препарата.
Остальная доза$noun$Остальная доза выделяется через кишечник, по-видимому, путем билиарной секреции.$link$выделяется через кишечник, по-видимому, путем билиарной секреции$excretion$Остальная доза выделяется через кишечник, по-видимому, путем билиарной секреции.
